emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
general manager,10,CA,MORTGAGE,349000,Not Verified,5.19,NA,,NA,0,NA,2003,4,37,14,682431,28368,0,3,NA,0,263,5,10,0,14,0,0,4,16700,12,8,6,1,100,3,0,debt_consolidation,individual,16000,36,19.03,586.74,D,D3,Feb-18,Current,fractional,Cash,14635.95,2313.13,1364.05,949.08,0
hr coordinator,3,TN,MORTGAGE,38000,Verified,81.68,138000,Verified,35.17,0,NA,2001,1,41,20,398493,111630,0,0,NA,0,0,3,4,0,20,0,0,13,98900,33,16,15,2,100,0,0,home_improvement,joint,8000,36,12.62,268.09,C,C1,Feb-18,Current,fractional,Cash,7252.48,1066.75,747.52,319.23,0
rural carrier,4,LA,MORTGAGE,77000,Source Verified,33.85,91400,Source Verified,29.03,0,78,2007,0,22,12,184198,155876,0,0,78,0,0,3,7,21,12,0,0,5,16000,9,9,6,0,95.5,0,0,credit_card,joint,16000,36,19.42,589.9,D,D3,Mar-18,Current,whole,Cash,14990.94,1752.44,1009.06,743.38,0
management ,10,CA,RENT,130000,Source Verified,9.78,NA,,NA,0,NA,2001,1,23,10,75824,61905,0,0,NA,0,0,1,2,8,10,0,0,4,16800,19,9,7,0,100,0,0,debt_consolidation,individual,35000,36,14.07,1197.41,C,C3,Mar-18,Fully Paid,fractional,Cash,0,35043.49808,35000,43.5,0
teacher,3,TX,OWN,72000,Source Verified,27.03,NA,,NA,0,NA,2008,3,8,7,88342,48646,0,0,NA,0,0,2,2,0,7,0,0,1,14000,5,5,5,0,100,0,0,small_business,individual,30000,36,17.09,1070.93,D,D1,Feb-18,Current,fractional,Cash,27369.75,4226.75,2630.25,1596.5,0
rn,4,TX,RENT,180000,Source Verified,8.95,NA,,NA,1,15,2006,1,32,20,427803,44122,0,0,60,0,0,2,11,5,20,0,0,6,12400,19,17,13,5,87.5,0,0,debt_consolidation,individual,39275,36,10.9,1283.96,B,B4,Mar-18,Current,whole,Cash,36468.01,3923.24,2806.99,1116.25,0
graphic artist,2,NY,RENT,65000,Source Verified,8.47,NA,,NA,0,24,1997,0,17,9,37700,14544,0,0,NA,0,0,0,0,23,9,0,0,4,27400,13,9,8,0,88.2,0,0,debt_consolidation,individual,25375,60,12.62,572.44,C,C1,Jan-18,Current,whole,Cash,23814.63,2844.41,1560.37,1284.04,0
realtor,10,AL,OWN,96000,Source Verified,10.09,NA,,NA,0,NA,2003,5,25,7,65800,35157,0,0,NA,0,0,0,2,2,7,0,0,4,54000,12,7,5,4,100,0,0,debt_consolidation,individual,35000,36,12.61,1172.73,C,C1,Mar-18,Current,fractional,Cash,32559.72,3493.67,2440.28,1053.39,0
optical manager,3,TX,MORTGAGE,35000,Source Verified,29.19,108000,Source Verified,20.48,0,NA,2007,3,29,21,342725,36173,0,0,NA,0,400,1,7,6,21,0,0,5,28500,24,19,5,1,100,0,0,debt_consolidation,joint,6000,36,6.71,184.47,A,A3,Feb-18,Current,whole,Cash,5544.7,551.17,455.3,95.87,0
post production supervisor,1,WA,RENT,25100,Verified,22.91,NA,,NA,0,NA,2008,0,23,13,86251,65039,0,0,NA,0,0,10,3,18,13,0,0,3,23900,8,3,3,0,100,0,0,other,individual,3700,36,15.04,128.34,C,C4,Mar-18,Fully Paid,fractional,Cash,0,3744.727935,3700,44.73,0
,NA,SC,MORTGAGE,50000,Source Verified,27.78,335000,Source Verified,14.36,0,38,1988,5,33,9,282863,22782,0,0,NA,0,0,2,4,2,9,0,0,3,16000,23,6,4,4,97,0,0,car,joint,14000,60,16.02,340.61,C,C5,Feb-18,Current,whole,Cash,13372.73,1374.63,627.27,747.36,0
,NA,VA,RENT,51000,Not Verified,15.95,NA,,NA,0,NA,1987,1,20,6,28700,16151,0,1,NA,0,0,2,2,8,6,0,0,2,15700,14,4,2,2,100,0,1,debt_consolidation,individual,17000,36,11.99,564.57,B,B5,Jan-18,Current,fractional,Cash,14986.61,2794.54,2013.39,781.15,0
customer service,7,NY,RENT,66000,Source Verified,22.34,NA,,NA,0,NA,2006,2,34,23,74600,27928,0,0,NA,0,0,2,5,3,23,0,0,14,43200,32,21,18,0,100,0,0,debt_consolidation,individual,22000,36,7.96,689,A,A5,Mar-18,In Grace Period,whole,Cash,20910.26,1358.54,1089.74,268.8,0
sales represetative,10,AR,MORTGAGE,104000,Verified,21.51,NA,,NA,0,47,2005,0,32,16,338785,96986,0,0,NA,0,0,7,10,17,16,0,0,4,26300,11,8,4,3,90.6,0,0,debt_consolidation,individual,33000,36,10.42,1071.34,B,B3,Jan-18,Current,fractional,Cash,29007.31,5318.49,3992.69,1325.8,0
owner,10,CA,MORTGAGE,260000,Verified,4.23,NA,,NA,0,68,1974,1,34,17,483700,32649,0,0,68,0,0,0,6,4,17,0,0,8,157700,31,16,9,2,97.1,0,0,house,individual,35000,36,6.08,1066.04,A,A2,Jan-18,Current,whole,Cash,30511.21,5306.56,4488.79,817.77,0
mechanic,1,NJ,OWN,33600,Source Verified,8.36,NA,,NA,1,20,2009,5,19,10,26900,18309,0,0,20,0,0,7,3,1,10,0,0,1,1800,8,3,2,0,78.9,0,0,credit_card,individual,4800,36,13.59,163.1,C,C2,Jan-18,Current,whole,Cash,4243.84,806.44,556.16,250.28,0
bookkeeper,4,CA,RENT,109000,Source Verified,23.62,NA,,NA,0,NA,2001,3,22,10,121974,88195,0,1,NA,0,0,3,6,3,10,NA,0,6,38300,9,7,6,0,100,0,1,credit_card,individual,15200,36,9.43,486.41,B,B1,Feb-18,Current,whole,Cash,13714.75,1929.71,1485.25,444.46,0
manager,2,CA,RENT,108254.9,Verified,8.71,NA,,NA,0,NA,2010,1,30,23,131422,6698,0,0,NA,0,0,1,13,0,23,0,0,4,76400,28,22,5,0,100,0,0,major_purchase,individual,21000,36,10.9,686.52,B,B4,Mar-18,Current,whole,Cash,20003.96,1360.32,996.04,364.28,0
sales,6,MI,RENT,63000,Source Verified,17.35,NA,,NA,0,47,2006,1,20,13,54860,17907,0,0,NA,0,0,2,1,6,13,0,0,6,32200,12,11,9,0,90,0,0,debt_consolidation,individual,15000,60,9.92,318.12,B,B2,Mar-18,Current,whole,Cash,13550.69,1843.25,1449.31,393.94,0
,NA,OH,MORTGAGE,15996,Verified,18.15,NA,,NA,0,49,2006,3,24,14,90273,2327,0,0,49,0,0,0,12,4,14,0,0,3,15400,14,13,9,1,83.3,0,0,debt_consolidation,individual,3000,36,11.99,99.63,B,B5,Jan-18,Current,fractional,DirectPay,2644.7,496.15,355.3,140.85,0
plumber,4,NY,RENT,72800,Source Verified,0.51,NA,,NA,0,NA,2011,0,6,5,8200,962,0,0,NA,0,0,0,1,NA,5,0,0,1,4000,5,5,1,0,100,0,0,debt_consolidation,individual,5000,36,9.93,161.18,B,B2,Jan-18,Current,whole,Cash,4390.98,803.14,609.02,194.12,0
dental assistant,10,NY,MORTGAGE,40000,Source Verified,0.75,140000,Source Verified,3.66,0,NA,1996,0,26,4,295500,264,0,0,NA,0,0,0,2,14,4,0,0,1,13000,19,3,1,4,100,0,0,debt_consolidation,joint,15000,60,10.42,321.82,B,B3,Jan-18,Current,whole,Cash,14223.67,1326.36,776.33,550.03,0
assistant principal,10,TX,RENT,60000,Not Verified,31.52,NA,,NA,0,70,2001,0,16,9,71005,46175,0,0,NA,0,0,3,0,NA,9,0,0,5,19500,8,6,5,1,87.5,0,0,debt_consolidation,individual,10000,60,19.03,259.58,D,D3,Feb-18,Current,whole,Cash,9586.3,1027.75,413.7,614.05,0
marketing specialist,2,FL,RENT,52000,Not Verified,11.49,NA,,NA,1,14,2002,0,21,10,43855,15700,0,0,NA,0,81,1,3,20,10,0,0,3,27000,15,8,3,0,85.7,0,0,small_business,individual,8000,36,7.96,250.55,A,A5,Mar-18,Current,whole,Cash,7403.61,748.11,596.39,151.72,0
administrative assistant,10,TX,MORTGAGE,48580,Verified,57.34,128580,Verified,22.6,0,NA,1986,0,26,12,235213,72164,0,0,NA,0,0,4,2,NA,12,0,0,4,34400,7,7,5,2,100,0,0,medical,joint,10000,60,11.99,222.4,B,B5,Feb-18,Current,whole,Cash,9502.67,876.28,497.33,378.95,0
manager,3,MD,MORTGAGE,70000,Not Verified,18.76,NA,,NA,2,4,1983,1,43,22,161426,24212,0,0,NA,0,0,3,4,10,22,0,0,6,45700,31,18,10,2,92.9,0,0,home_improvement,individual,4800,36,9.43,153.61,B,B1,Mar-18,Current,whole,Cash,4449.59,455.8,350.41,105.39,0
quarry manager ,7,CA,RENT,104000,Verified,18.6,NA,,NA,0,NA,2012,0,13,12,72097,51185,0,0,NA,0,0,1,3,15,12,NA,0,6,37600,10,10,7,0,100,0,0,debt_consolidation,individual,35000,60,15.04,833.39,C,C4,Mar-18,Current,whole,Cash,33800.93,2441.68,1199.07,1242.61,0
hha,2,OH,RENT,28000,Source Verified,30.43,NA,,NA,0,NA,2004,0,26,12,33156,20996,0,1,NA,0,0,2,5,13,12,0,0,1,8300,22,10,4,0,100,0,1,other,individual,5000,36,16.02,175.84,C,C5,Jan-18,Current,fractional,Cash,4439.79,849.53,560.21,289.32,0
substitute teacher,10,SC,OWN,35000,Not Verified,25.89,NA,,NA,0,NA,1986,2,35,9,47349,21404,0,0,NA,0,0,2,4,5,9,0,0,0,7500,25,7,3,0,100,0,0,credit_card,individual,11000,36,7.35,341.42,A,A4,Jan-18,Current,whole,Cash,9612.89,1702.61,1387.11,315.5,0
driver,2,GA,MORTGAGE,69000,Source Verified,7.65,NA,,NA,3,16,2006,3,15,5,35253,15606,0,0,63,0,0,1,0,2,5,0,0,0,5500,13,4,0,0,66.7,0,0,home_improvement,individual,24000,60,11.98,533.63,B,B5,Mar-18,Current,whole,Cash,23109.07,1568.94,890.93,678.01,0
assistant general manager,4,OH,MORTGAGE,30205.5,Verified,47.68,61400.92,Verified,28.44,0,NA,2007,2,21,19,207479,85741,0,0,NA,0,216,12,4,5,19,0,0,2,5000,6,6,6,1,100,0,0,debt_consolidation,joint,14350,36,21.45,543.96,D,D5,Jan-18,Current,fractional,Cash,12860.42,2702.7,1489.58,1213.12,0
vice president regional property mgr,10,VA,MORTGAGE,120700,Verified,40.46,171764,Verified,30.4,0,NA,2000,0,47,36,404752,102998,0,0,NA,0,0,3,6,13,36,0,0,16,38900,41,32,27,1,100,0,0,credit_card,joint,40000,60,24.84,1170.31,E,E3,Mar-18,Current,whole,Cash,39308.29,2561.42,691.71,1869.71,0
camp manager ,9,NY,MORTGAGE,45000,Not Verified,29.2,NA,,NA,0,NA,1995,1,44,23,230477,50933,0,0,NA,0,0,3,4,5,23,0,0,2,59300,31,18,5,2,100,0,0,credit_card,individual,4000,36,6.08,121.84,A,A2,Feb-18,Current,whole,Cash,3590.61,486.01,409.39,76.62,0
quality control,10,CA,RENT,54000,Verified,25.09,NA,,NA,0,NA,2001,1,13,6,56518,44122,0,0,NA,0,0,2,6,0,6,0,0,3,8500,7,4,4,0,100,0,0,other,individual,20000,60,19.03,519.15,D,D3,Mar-18,Current,whole,Cash,19384.39,1536.31,615.61,920.7,0
machine operator,1,CA,RENT,35000,Not Verified,30.76,NA,,NA,0,NA,2012,2,13,5,52652,34569,0,0,40,0,6050,2,2,10,5,NA,0,2,18500,4,3,2,0,100,0,0,credit_card,individual,12250,36,14.08,419.16,C,C3,Jan-18,Current,whole,Cash,10840.17,2076.64,1409.83,666.81,0
fire and safety engineer,10,TX,MORTGAGE,130000,Verified,39.48,NA,,NA,0,NA,2001,0,37,17,502912,165890,0,0,NA,0,0,3,5,18,17,0,0,8,70600,13,11,10,7,100,0,0,debt_consolidation,individual,35000,36,15.05,1214.15,C,C4,Feb-18,Current,whole,Cash,31840.41,4827.34,3159.59,1667.75,0
,NA,NY,RENT,108000,Not Verified,4.56,NA,,NA,0,NA,2003,3,29,22,56900,18333,0,0,NA,0,0,1,11,0,22,0,0,7,22900,27,21,14,0,100,0,0,credit_card,individual,10000,36,10.42,324.65,B,B3,Jan-18,Current,whole,Cash,8790.09,1617.46,1209.91,407.55,0
project engineer,10,VA,MORTGAGE,120000,Source Verified,4.8,NA,,NA,0,NA,1993,3,19,6,27656,19418,0,1,NA,0,0,1,4,2,6,0,0,1,4200,7,5,1,1,100,0,1,home_improvement,individual,32000,60,14.08,745.92,C,C3,Jan-18,Current,whole,Cash,30103.75,3667.02,1896.25,1770.77,0
mechanic,10,SC,OWN,48000,Verified,15.68,NA,,NA,0,NA,1997,1,26,9,83675,18504,0,2,NA,0,1064,1,5,8,9,0,0,4,15800,11,7,6,1,100,2,0,credit_card,individual,20000,60,21.45,546.15,D,D5,Jan-18,Current,whole,Cash,19022.42,2671.17,977.58,1693.59,0
owner,10,MA,RENT,42000,Not Verified,23.17,NA,,NA,0,28,2000,0,17,7,51862,24163,0,0,NA,0,0,2,2,13,7,0,0,2,20000,13,5,3,0,94.1,0,0,debt_consolidation,individual,9500,36,14.08,325.06,C,C3,Feb-18,Current,fractional,Cash,8630.47,1292.81,869.53,423.28,0
owner,6,OK,MORTGAGE,60000,Verified,27,105000,Verified,24.29,0,NA,2010,5,13,12,294395,53346,0,0,NA,0,0,1,7,3,12,0,0,5,34200,10,10,7,2,100,0,0,debt_consolidation,joint,30000,36,14.08,1026.5,C,C3,Feb-18,Current,whole,Cash,27254.14,4082.53,2745.86,1336.67,0
accountant,7,MD,MORTGAGE,128000,Verified,16.3,NA,,NA,0,25,1998,1,18,8,420066,40191,0,0,NA,0,0,1,2,10,8,NA,0,4,35860,14,6,4,3,94,0,0,debt_consolidation,individual,20000,36,10.41,649.21,B,B3,Mar-18,Current,whole,Cash,18560.45,1936.06,1439.55,496.51,0
sales ,10,OR,RENT,48000,Source Verified,30.93,NA,,NA,0,NA,2005,1,43,20,116353,95299,0,0,NA,0,0,9,3,2,20,0,0,5,30500,19,11,5,0,100,0,0,debt_consolidation,individual,10000,36,10.91,326.97,B,B4,Jan-18,In Grace Period,whole,Cash,8939.53,1419.83,1060.47,359.36,0
booth renter/stylist,3,SC,RENT,50000,Source Verified,13.06,NA,,NA,0,27,2003,0,20,6,27378,22236,0,0,27,0,222,1,3,NA,6,0,0,3,9500,7,5,5,0,94.7,0,0,debt_consolidation,individual,10000,36,11.98,332.05,B,B5,Mar-18,Current,fractional,Cash,9296.37,982.84,703.63,279.21,0
owner,8,CA,RENT,83000,Not Verified,15.95,NA,,NA,0,NA,1997,1,36,15,94060,31166,0,0,NA,0,0,2,7,6,15,0,0,7,69400,32,13,8,0,100,0,0,credit_card,individual,12800,36,6.71,393.54,A,A3,Mar-18,Current,whole,Cash,11828.69,1171.08,971.31,199.77,0
central indiana analogies,5,IN,MORTGAGE,26000,Verified,43.21,73500,Verified,17.83,0,NA,2005,21,16,5,57282,49519,0,2,NA,0,0,2,7,3,5,0,0,0,0,8,3,3,0,100,0,2,debt_consolidation,joint,4000,36,20.39,149.46,D,D4,Mar-18,Current,whole,Cash,3751.34,443.85,248.66,195.19,0
certified medical assistant,10,CA,RENT,55000,Not Verified,28.37,170936,Not Verified,18.45,0,NA,2002,2,11,9,56210,25228,0,0,NA,0,0,1,1,9,9,0,0,5,22400,7,6,6,0,100,0,0,debt_consolidation,joint,40000,36,14.08,1368.66,C,C3,Feb-18,Current,whole,Cash,36338.88,5443.35,3661.12,1782.23,0
quality assurance specialist,10,NH,MORTGAGE,83000,Source Verified,26.13,NA,,NA,0,35,1999,3,31,16,485285,59280,0,0,NA,0,0,2,5,1,16,0,0,6,50600,19,12,8,4,93.5,0,0,debt_consolidation,individual,3500,36,12.61,117.28,C,C1,Mar-18,Current,whole,Cash,3255.95,346.94,244.05,102.89,0
general manager,10,SC,MORTGAGE,71000,Not Verified,29.67,NA,,NA,0,NA,2006,2,14,7,252694,63498,0,0,NA,0,0,4,2,2,7,0,0,2,25600,3,2,2,2,100,0,0,credit_card,individual,20000,60,11.98,444.69,B,B5,Feb-18,Current,whole,Cash,19257.56,1353.64,742.44,611.2,0
loan processor,5,SC,MORTGAGE,27480,Verified,24.89,NA,,NA,0,40,2012,1,15,11,102277,19315,0,0,NA,0,0,2,9,11,11,0,0,3,7100,10,8,7,1,86.7,0,0,debt_consolidation,individual,3200,36,16.01,112.52,C,C5,Feb-18,Current,whole,Cash,2915.05,428.73,284.95,143.78,0
maintenance tech ,2,NC,OWN,50000,Source Verified,25.11,NA,,NA,0,NA,2013,2,12,7,71194,48265,0,0,NA,0,0,3,6,9,7,0,0,2,17800,7,4,2,0,100,0,0,other,individual,15000,36,7.97,469.84,A,A5,Feb-18,Current,whole,Cash,13881.96,1432.03,1118.04,313.99,0
sales,1,RI,RENT,60000,Source Verified,12.32,NA,,NA,0,28,2013,8,23,16,37744,17405,0,0,29,0,250,5,7,0,16,0,0,1,9400,17,11,2,0,87,0,0,debt_consolidation,individual,8000,36,10.9,261.54,B,B4,Feb-18,Current,whole,Cash,7203.35,1066.47,796.65,269.82,0
vp,3,NC,MORTGAGE,2300000,Verified,3.08,NA,,NA,0,35,1998,1,27,9,2761000,942456,0,2,64,0,0,1,7,10,9,0,0,4,112000,11,7,5,3,92.3,2,0,major_purchase,individual,40000,36,9.44,1280.2,B,B1,Jan-18,Fully Paid,whole,Cash,0,41133.53395,40000,1133.53,0
schedule coordinator,10,CA,MORTGAGE,54000,Verified,25.02,NA,,NA,0,NA,1989,0,15,9,33139,27326,0,0,NA,0,0,2,6,13,9,NA,0,4,4850,10,7,7,0,100,0,0,credit_card,individual,9125,36,15.05,316.55,C,C4,Jan-18,Current,fractional,Cash,8088.8,1575.12,1036.2,538.92,0
blackjack dealer,1,CA,OWN,20000,Source Verified,17.17,NA,,NA,0,NA,2013,1,19,10,40649,8963,0,0,NA,0,0,1,4,0,10,0,0,2,22400,16,9,2,0,100,0,0,credit_card,individual,8000,36,9.44,256.04,B,B1,Jan-18,Current,whole,Cash,7019.16,1276,980.84,295.16,0
logistics specialist,5,VA,MORTGAGE,179443,Verified,28.14,NA,,NA,0,NA,1992,1,38,12,555371,180125,0,0,NA,0,0,6,3,9,12,0,0,1,19300,11,5,5,5,100,0,0,debt_consolidation,individual,36025,36,10.91,1177.88,B,B4,Jan-18,Current,whole,Cash,31695.22,5834.81,4329.78,1505.03,0
carpenter,2,NV,MORTGAGE,75000,Not Verified,17.78,NA,,NA,4,23,2006,3,22,12,260722,20513,0,0,23,0,0,3,7,3,11,NA,0,5,9450,11,7,8,1,77,0,0,debt_consolidation,individual,15000,60,18.06,381.4,D,D2,Feb-18,Current,whole,Cash,14363.2,1487.98,636.8,851.18,0
operating engineer ,3,NJ,RENT,89000,Not Verified,6.31,NA,,NA,0,NA,2014,2,7,7,34038,15307,0,0,NA,0,0,1,4,6,7,0,0,3,15600,5,5,5,0,100,0,0,credit_card,individual,5000,36,9.93,161.18,B,B2,Feb-18,Current,fractional,Cash,4514.8,641.96,485.2,156.76,0
,NA,TX,OWN,25000,Source Verified,9.07,NA,,NA,0,NA,1973,0,8,4,8600,5890,0,1,NA,0,0,0,4,14,4,0,0,4,8600,7,4,4,0,100,0,1,debt_consolidation,individual,10000,36,11.99,332.1,B,B5,Feb-18,Current,fractional,Cash,9057.25,1311.75,942.75,369,0
sales person,10,NV,MORTGAGE,150000,Not Verified,9.73,215000,Not Verified,16.09,2,7,1997,0,19,10,67591,17738,0,0,NA,0,5435,1,3,NA,10,0,0,4,12100,13,9,7,1,68.4,0,0,debt_consolidation,joint,17500,60,24.85,512.12,E,E3,Jan-18,Current,whole,Cash,16719.73,2512.28,780.27,1732.01,0
truck driver ,2,FL,RENT,70000,Source Verified,8.02,NA,,NA,0,NA,2011,1,9,7,40100,19766,0,0,NA,0,0,0,2,8,7,NA,0,5,38600,9,7,5,0,100,0,0,debt_consolidation,individual,20000,36,10.42,649.3,B,B3,Jan-18,Current,fractional,Cash,17226.37,3584.92,2773.63,811.29,0
project manager,10,IN,RENT,40000,Not Verified,19.29,NA,,NA,0,NA,2005,5,31,13,198918,11908,0,1,NA,0,0,1,5,1,13,0,0,4,32800,23,11,7,1,100,0,1,credit_card,individual,12000,36,7.35,372.45,A,A4,Jan-18,Current,fractional,Cash,10793.17,1484.9,1206.83,278.07,0
registered nurse,10,CA,OWN,200000,Source Verified,5.39,NA,,NA,0,58,1999,3,27,14,556504,47713,0,0,58,0,0,2,10,2,14,0,0,6,69200,13,11,8,4,85.2,0,0,car,individual,35000,60,10.42,750.91,B,B3,Jan-18,Current,whole,Cash,32725.88,3714.03,2274.12,1439.91,0
division chief,10,CA,MORTGAGE,265000,Source Verified,5.7,NA,,NA,0,51,2003,4,46,16,819496,56832,0,0,58,0,0,2,13,7,16,0,0,3,42500,19,12,3,4,93.2,0,0,home_improvement,individual,35000,60,7.35,698.84,A,A4,Feb-18,Current,whole,Cash,33044.26,2859.68,1955.74,903.94,0
asst parts dept manager,10,CA,RENT,70000,Not Verified,19.36,NA,,NA,0,NA,2010,1,11,9,67125,36662,0,1,NA,0,0,3,2,10,9,0,0,2,5300,8,6,3,0,100,0,1,debt_consolidation,individual,9000,36,7.97,281.91,A,A5,Jan-18,Current,fractional,Cash,7874.47,1405.57,1125.53,280.04,0
dispatch,3,TX,RENT,50160,Not Verified,29.35,NA,,NA,0,NA,1999,0,15,9,67588,30044,0,0,NA,0,0,2,3,18,9,0,0,4,32800,11,7,5,0,100,0,0,debt_consolidation,individual,12000,36,11.98,398.46,B,B5,Mar-18,Current,whole,Cash,11155.65,1187.39,844.35,343.04,0
secretary,10,WA,MORTGAGE,43000,Verified,35.82,NA,,NA,0,NA,2001,0,10,6,87464,48023,0,0,NA,0,0,1,0,NA,6,0,0,2,16800,8,5,5,0,100,0,0,debt_consolidation,individual,26600,36,14.08,910.16,C,C3,Jan-18,Current,fractional,Cash,23538.73,4529.99,3061.27,1468.72,0
warehouse manager,10,OR,MORTGAGE,65000,Verified,27.44,167196,Verified,11.05,0,NA,2003,2,12,5,405212,82052,0,0,NA,0,0,1,3,3,5,0,0,2,21000,6,3,3,3,100,0,0,debt_consolidation,joint,28000,36,17.09,999.54,D,D1,Feb-18,Current,whole,Cash,25545.08,3971.58,2454.92,1516.66,0
teacher,10,AL,MORTGAGE,35000,Source Verified,40.12,85000,Source Verified,26.91,1,19,2003,6,21,8,185802,28824,0,0,53,0,0,2,3,3,8,0,0,3,9500,14,5,5,3,66.7,0,0,medical,joint,17600,60,24.84,514.94,E,E3,Mar-18,Current,whole,Cash,17295.64,981.3,304.36,676.94,0
sales manager,10,WA,MORTGAGE,73000,Not Verified,16.99,NA,,NA,0,NA,1993,1,38,12,269227,31117,0,0,NA,0,0,1,5,3,12,0,0,6,45400,28,10,6,6,100,0,0,debt_consolidation,individual,24000,36,9.44,768.12,B,B1,Jan-18,Current,whole,Cash,21057.47,3815.43,2942.53,872.9,0
occupational therapist,1,VA,MORTGAGE,60000,Source Verified,24.04,NA,,NA,0,NA,2004,0,21,8,134053,126377,0,0,NA,0,0,1,0,NA,8,0,0,3,17800,8,7,5,0,100,0,0,debt_consolidation,individual,18000,36,5.31,541.99,A,A1,Mar-18,Current,whole,DirectPay,16606.83,1620.66,1393.17,227.49,0
research health science specialist ,10,UT,MORTGAGE,105000,Source Verified,24.03,NA,,NA,0,53,1992,5,60,16,713149,120982,0,0,53,0,0,3,7,0,16,0,0,4,47000,27,10,8,9,100,0,0,debt_consolidation,individual,26000,36,10.91,850.1,B,B4,Feb-18,Current,fractional,Cash,23511.45,3384.64,2488.55,896.09,0
owner & operator ,7,MA,MORTGAGE,120000,Source Verified,27.51,NA,,NA,1,2,2005,4,29,8,470550,117455,0,0,NA,0,0,4,4,5,7,NA,0,3,12500,11,2,2,2,97,0,0,debt_consolidation,individual,30000,60,13.59,691.69,C,C2,Feb-18,Current,whole,Cash,28568.14,2710.14,1431.86,1278.28,0
it professional,1,FL,MORTGAGE,120000,Verified,40.7,185000,Verified,38.87,0,NA,1993,1,33,16,709506,114636,0,0,NA,0,0,4,7,5,16,0,0,2,9100,11,9,7,1,100,0,0,debt_consolidation,joint,13425,36,21.85,511.67,D,D5,Mar-18,Current,whole,Cash,12608.64,1518.71,816.36,702.35,0
field service engineer,0,OH,RENT,72000,Verified,13.98,NA,,NA,0,25,2007,4,16,7,49113,33325,0,0,30,0,0,1,2,9,7,0,0,1,4100,7,6,3,0,87.5,0,0,debt_consolidation,individual,21000,36,15.04,728.39,C,C4,Mar-18,Current,fractional,Cash,19586.87,2167.62,1413.13,754.49,0
,NA,PA,RENT,16000,Verified,58.06,48000,Not Verified,34.25,0,70,2001,1,29,11,34111,24117,0,0,80,0,0,2,5,8,11,0,0,4,8500,14,9,7,0,82.8,0,0,debt_consolidation,joint,10000,36,20,371.64,D,D4,Mar-18,Current,whole,Cash,9374.77,1103.81,625.23,478.58,0
interim dean of students,1,CO,RENT,71500,Source Verified,31.79,NA,,NA,0,NA,2003,6,33,14,177064,148500,0,0,NA,0,0,8,4,4,14,0,0,4,50000,8,6,6,0,100,0,0,credit_card,individual,20000,60,11.99,444.79,B,B5,Feb-18,Current,whole,DirectPay,18750.49,2110.72,1249.51,861.21,0
medical technician,2,RI,MORTGAGE,39400,Not Verified,10.87,NA,,NA,0,NA,2015,1,5,5,36500,17862,0,0,NA,0,0,0,3,8,5,0,0,3,34500,5,5,3,0,100,0,0,credit_card,individual,20000,36,9.43,640.01,B,B1,Mar-18,Current,whole,DirectPay,18540.06,1909.55,1459.94,449.61,0
director of dining services,1,FL,RENT,58000,Not Verified,10.01,NA,,NA,0,66,2006,7,20,11,32569,19768,0,1,76,0,0,1,11,0,11,0,0,5,15300,17,10,7,1,94.1,0,1,credit_card,individual,10000,36,16.02,351.67,C,C5,Jan-18,Current,fractional,Cash,8879.63,1740.55,1120.37,620.18,0
project manager,4,VA,RENT,105000,Source Verified,13.77,NA,,NA,0,50,2006,2,20,13,79185,62621,0,0,NA,0,0,7,3,4,13,0,0,5,30600,6,6,6,0,94.7,0,0,debt_consolidation,individual,16000,60,11.98,355.75,B,B5,Mar-18,Current,whole,DirectPay,15406.06,1045.95,593.94,452.01,0
system analyst,9,IL,RENT,40000,Not Verified,31.62,NA,,NA,0,NA,2012,1,11,6,53700,28051,0,0,NA,0,0,2,3,1,6,0,0,2,20300,6,4,4,0,100,0,0,debt_consolidation,individual,16000,36,15.05,555.04,C,C4,Feb-18,Current,whole,Cash,14555.62,2186.72,1444.38,742.34,0
air traffic controller,4,TN,MORTGAGE,126000,Not Verified,9.96,NA,,NA,1,17,2004,1,17,9,285270,47140,0,0,NA,0,0,2,7,9,9,0,0,1,9000,8,6,4,1,93.8,0,0,other,individual,1000,36,18.06,36.19,D,D2,Feb-18,Current,whole,Cash,913.51,143.76,86.49,57.27,0
teacher,10,NY,RENT,91000,Source Verified,7.7,NA,,NA,0,35,1998,0,20,5,4800,3598,0,0,35,0,0,0,4,16,5,0,0,0,0,20,5,5,0,40,0,0,other,individual,4000,36,12.61,134.03,C,C1,Mar-18,Current,whole,Cash,3721.1,399.29,278.9,120.39,0
